rl;V(out);I(R1)
1.230268770812376e-002;1.365439e-002;1.109871e+000
1.258925411794162e-002;1.397270e-002;1.109891e+000
1.288249551693129e-002;1.429843e-002;1.109912e+000
1.318256738556401e-002;1.463176e-002;1.109933e+000
1.348962882591648e-002;1.497287e-002;1.109955e+000
1.380384264602879e-002;1.532194e-002;1.109977e+000
1.412537544622748e-002;1.567916e-002;1.110000e+000
1.445439770745921e-002;1.604471e-002;1.110023e+000
1.479108388168201e-002;1.641879e-002;1.110047e+000
1.513561248436201e-002;1.680160e-002;1.110071e+000
1.548816618912474e-002;1.719335e-002;1.110096e+000
1.584893192461106e-002;1.759424e-002;1.110121e+000
1.621810097358923e-002;1.800448e-002;1.110147e+000
1.659586907437553e-002;1.842430e-002;1.110174e+000
1.698243652461736e-002;1.885393e-002;1.110201e+000
1.737800828749367e-002;1.929358e-002;1.110229e+000
1.778279410038914e-002;1.974349e-002;1.110258e+000
1.819700858609975e-002;2.020391e-002;1.110287e+000
1.862087136662858e-002;2.067508e-002;1.110317e+000
1.905460717963238e-002;2.115724e-002;1.110348e+000
1.949844599758036e-002;2.165067e-002;1.110379e+000
1.995262314968870e-002;2.215562e-002;1.110412e+000
2.041737944669519e-002;2.267236e-002;1.110444e+000
2.089296130854029e-002;2.320117e-002;1.110478e+000
2.137962089502221e-002;2.374233e-002;1.110512e+000
2.187761623949541e-002;2.429613e-002;1.110548e+000
2.238721138568328e-002;2.486287e-002;1.110584e+000
2.290867652767761e-002;2.544285e-002;1.110621e+000
2.344228815319910e-002;2.603637e-002;1.110658e+000
2.398832919019478e-002;2.664376e-002;1.110697e+000
2.454708915685017e-002;2.726535e-002;1.110736e+000
2.511886431509567e-002;2.790146e-002;1.110777e+000
2.570395782768850e-002;2.855243e-002;1.110818e+000
2.630267991895368e-002;2.921861e-002;1.110861e+000
2.691534803926901e-002;2.990037e-002;1.110904e+000
2.754228703338152e-002;3.059806e-002;1.110948e+000
2.818382931264438e-002;3.131206e-002;1.110994e+000
2.884031503126590e-002;3.204276e-002;1.111040e+000
2.951209226666370e-002;3.279053e-002;1.111088e+000
3.019951720401999e-002;3.355579e-002;1.111137e+000
3.090295432513573e-002;3.433894e-002;1.111187e+000
3.162277660168361e-002;3.514041e-002;1.111237e+000
3.235936569296264e-002;3.596063e-002;1.111290e+000
3.311311214825892e-002;3.680003e-002;1.111343e+000
3.388441561392006e-002;3.765906e-002;1.111398e+000
3.467368504525296e-002;3.853819e-002;1.111454e+000
3.548133892335734e-002;3.943789e-002;1.111511e+000
3.630780547700992e-002;4.035864e-002;1.111569e+000
3.715352290971704e-002;4.130094e-002;1.111629e+000
3.801893963205590e-002;4.226530e-002;1.111691e+000
3.890451449942783e-002;4.325223e-002;1.111753e+000
3.981071705534948e-002;4.426226e-002;1.111818e+000
4.073802778041102e-002;4.529594e-002;1.111883e+000
4.168693834703328e-002;4.635382e-002;1.111951e+000
4.265795188015900e-002;4.743648e-002;1.112020e+000
4.365158322401633e-002;4.854449e-002;1.112090e+000
4.466835921509604e-002;4.967846e-002;1.112162e+000
4.570881896148722e-002;5.083900e-002;1.112236e+000
4.677351412871953e-002;5.202672e-002;1.112312e+000
4.786300923226354e-002;5.324228e-002;1.112389e+000
4.897788193684432e-002;5.448633e-002;1.112468e+000
5.011872336272692e-002;5.575954e-002;1.112549e+000
5.128613839913617e-002;5.706259e-002;1.112632e+000
5.248074602497694e-002;5.839621e-002;1.112717e+000
5.370317963702494e-002;5.976109e-002;1.112804e+000
5.495408738576212e-002;6.115799e-002;1.112892e+000
5.623413251903456e-002;6.258766e-002;1.112983e+000
5.754399373371533e-002;6.405086e-002;1.113076e+000
5.888436553555853e-002;6.554841e-002;1.113172e+000
6.025595860743540e-002;6.708110e-002;1.113269e+000
6.165950018614783e-002;6.864978e-002;1.113369e+000
6.309573444801893e-002;7.025527e-002;1.113471e+000
6.456542290346515e-002;7.189848e-002;1.113576e+000
6.606934480075918e-002;7.358028e-002;1.113683e+000
6.760829753919775e-002;7.530159e-002;1.113792e+000
6.918309709189321e-002;7.706334e-002;1.113904e+000
7.079457843841334e-002;7.886650e-002;1.114019e+000
7.244359600749854e-002;8.071204e-002;1.114136e+000
7.413102413009128e-002;8.260097e-002;1.114256e+000
7.585775750291789e-002;8.453432e-002;1.114379e+000
7.762471166286866e-002;8.651315e-002;1.114505e+000
7.943282347242762e-002;8.853853e-002;1.114634e+000
8.128305161640939e-002;9.061158e-002;1.114766e+000
8.317637711026656e-002;9.273342e-002;1.114901e+000
8.511380382023709e-002;9.490521e-002;1.115039e+000
8.709635899560748e-002;9.712815e-002;1.115180e+000
8.912509381337395e-002;9.940346e-002;1.115325e+000
9.120108393559036e-002;1.017324e-001;1.115473e+000
9.332543007969847e-002;1.041162e-001;1.115625e+000
9.549925860214295e-002;1.065562e-001;1.115780e+000
9.772372209558040e-002;1.090537e-001;1.115939e+000
9.999999999999931e-002;1.116102e-001;1.116102e+000
1.023292992280747e-001;1.142269e-001;1.116268e+000
1.047128548050892e-001;1.169055e-001;1.116438e+000
1.071519305237599e-001;1.196472e-001;1.116613e+000
1.096478196143177e-001;1.224537e-001;1.116791e+000
1.122018454301956e-001;1.253266e-001;1.116974e+000
1.148153621496875e-001;1.282673e-001;1.117161e+000
1.174897554939521e-001;1.312775e-001;1.117353e+000
1.202264434617404e-001;1.343589e-001;1.117549e+000
1.230268770812373e-001;1.375132e-001;1.117749e+000
1.258925411794158e-001;1.407422e-001;1.117955e+000
1.288249551693125e-001;1.440475e-001;1.118165e+000
1.318256738556398e-001;1.474312e-001;1.118380e+000
1.348962882591644e-001;1.508950e-001;1.118600e+000
1.380384264602875e-001;1.544410e-001;1.118826e+000
1.412537544622744e-001;1.580710e-001;1.119057e+000
1.445439770745917e-001;1.617871e-001;1.119293e+000
1.479108388168197e-001;1.655914e-001;1.119535e+000
1.513561248436197e-001;1.694860e-001;1.119783e+000
1.548816618912470e-001;1.734731e-001;1.120036e+000
1.584893192461102e-001;1.775550e-001;1.120296e+000
1.621810097358918e-001;1.817339e-001;1.120562e+000
1.659586907437549e-001;1.860121e-001;1.120834e+000
1.698243652461732e-001;1.903922e-001;1.121113e+000
1.737800828749363e-001;1.948766e-001;1.121398e+000
1.778279410038910e-001;1.994678e-001;1.121690e+000
1.819700858609970e-001;2.041684e-001;1.121989e+000
1.862087136662854e-001;2.089811e-001;1.122295e+000
1.905460717963233e-001;2.139086e-001;1.122608e+000
1.949844599758031e-001;2.189538e-001;1.122929e+000
1.995262314968865e-001;2.241194e-001;1.123258e+000
2.041737944669514e-001;2.294085e-001;1.123594e+000
2.089296130854024e-001;2.348241e-001;1.123939e+000
2.137962089502216e-001;2.403692e-001;1.124291e+000
2.187761623949536e-001;2.460472e-001;1.124653e+000
2.238721138568323e-001;2.518611e-001;1.125022e+000
2.290867652767756e-001;2.578145e-001;1.125401e+000
2.344228815319904e-001;2.639107e-001;1.125789e+000
2.398832919019472e-001;2.701532e-001;1.126186e+000
2.454708915685012e-001;2.765456e-001;1.126592e+000
2.511886431509561e-001;2.830918e-001;1.127009e+000
2.570395782768844e-001;2.897955e-001;1.127435e+000
2.630267991895361e-001;2.966605e-001;1.127872e+000
2.691534803926895e-001;3.036910e-001;1.128319e+000
2.754228703338145e-001;3.108909e-001;1.128777e+000
2.818382931264432e-001;3.182647e-001;1.129246e+000
2.884031503126583e-001;3.258166e-001;1.129726e+000
2.951209226666363e-001;3.335510e-001;1.130218e+000
3.019951720401993e-001;3.414725e-001;1.130722e+000
3.090295432513566e-001;3.495859e-001;1.131238e+000
3.162277660168354e-001;3.578960e-001;1.131766e+000
3.235936569296257e-001;3.664076e-001;1.132308e+000
3.311311214825885e-001;3.751259e-001;1.132862e+000
3.388441561391999e-001;3.840562e-001;1.133430e+000
3.467368504525289e-001;3.932037e-001;1.134012e+000
3.548133892335726e-001;4.025741e-001;1.134608e+000
3.630780547700985e-001;4.121729e-001;1.135218e+000
3.715352290971696e-001;4.220060e-001;1.135844e+000
3.801893963205582e-001;4.320793e-001;1.136484e+000
3.890451449942775e-001;4.423991e-001;1.137141e+000
3.981071705534940e-001;4.529715e-001;1.137813e+000
4.073802778041094e-001;4.638032e-001;1.138502e+000
4.168693834703320e-001;4.749008e-001;1.139208e+000
4.265795188015891e-001;4.862711e-001;1.139931e+000
4.365158322401623e-001;4.979213e-001;1.140672e+000
4.466835921509594e-001;5.098584e-001;1.141431e+000
4.570881896148712e-001;5.220901e-001;1.142209e+000
4.677351412871942e-001;5.346240e-001;1.143006e+000
4.786300923226343e-001;5.474679e-001;1.143823e+000
4.897788193684420e-001;5.606301e-001;1.144660e+000
5.011872336272679e-001;5.741187e-001;1.145517e+000
5.128613839913604e-001;5.879425e-001;1.146397e+000
5.248074602497680e-001;6.021103e-001;1.147298e+000
5.370317963702480e-001;6.166312e-001;1.148221e+000
5.495408738576197e-001;6.315145e-001;1.149167e+000
5.623413251903442e-001;6.467699e-001;1.150138e+000
5.754399373371519e-001;6.624073e-001;1.151132e+000
5.888436553555838e-001;6.784370e-001;1.152151e+000
6.025595860743525e-001;6.948695e-001;1.153196e+000
6.165950018614768e-001;7.117156e-001;1.154267e+000
6.309573444801877e-001;7.289865e-001;1.155366e+000
6.456542290346499e-001;7.466937e-001;1.156492e+000
6.606934480075902e-001;7.648492e-001;1.157646e+000
6.760829753919758e-001;7.834651e-001;1.158830e+000
6.918309709189304e-001;8.025541e-001;1.160044e+000
7.079457843841317e-001;8.221292e-001;1.161288e+000
7.244359600749837e-001;8.422038e-001;1.162565e+000
7.413102413009109e-001;8.627917e-001;1.163874e+000
7.585775750291770e-001;8.839071e-001;1.165217e+000
7.762471166286847e-001;9.055649e-001;1.166594e+000
7.943282347242743e-001;9.277802e-001;1.168006e+000
8.128305161640919e-001;9.505687e-001;1.169455e+000
8.317637711026634e-001;9.739466e-001;1.170941e+000
8.511380382023687e-001;9.979307e-001;1.172466e+000
8.709635899560726e-001;1.022538e+000;1.174031e+000
8.912509381337372e-001;1.047787e+000;1.175636e+000
9.120108393559012e-001;1.073695e+000;1.177283e+000
9.332543007969822e-001;1.100282e+000;1.178974e+000
9.549925860214269e-001;1.127568e+000;1.180708e+000
9.772372209558013e-001;1.155572e+000;1.182489e+000
9.999999999999905e-001;1.184316e+000;1.184316e+000
1.023292992280744e+000;1.213822e+000;1.186192e+000
1.047128548050889e+000;1.244112e+000;1.188118e+000
1.071519305237596e+000;1.275209e+000;1.190094e+000
1.096478196143174e+000;1.307138e+000;1.192124e+000
1.122018454301952e+000;1.339924e+000;1.194208e+000
1.148153621496871e+000;1.373592e+000;1.196349e+000
1.174897554939518e+000;1.408169e+000;1.198547e+000
1.202264434617401e+000;1.443684e+000;1.200804e+000
1.230268770812369e+000;1.480165e+000;1.203123e+000
1.258925411794154e+000;1.517641e+000;1.205505e+000
1.288249551693121e+000;1.556144e+000;1.207952e+000
1.318256738556394e+000;1.595706e+000;1.210467e+000
1.348962882591640e+000;1.636361e+000;1.213051e+000
1.380384264602870e+000;1.678142e+000;1.215706e+000
1.412537544622740e+000;1.721086e+000;1.218436e+000
1.445439770745912e+000;1.765231e+000;1.221241e+000
1.479108388168192e+000;1.810615e+000;1.224126e+000
1.513561248436192e+000;1.857278e+000;1.227091e+000
1.548816618912465e+000;1.905262e+000;1.230141e+000
1.584893192461097e+000;1.954612e+000;1.233277e+000
1.621810097358913e+000;2.005372e+000;1.236502e+000
1.659586907437543e+000;2.057590e+000;1.239820e+000
1.698243652461726e+000;2.111315e+000;1.243234e+000
1.737800828749357e+000;2.166598e+000;1.246747e+000
1.778279410038903e+000;2.223493e+000;1.250362e+000
1.819700858609964e+000;2.282056e+000;1.254083e+000
1.862087136662847e+000;2.342345e+000;1.257913e+000
1.905460717963226e+000;2.404419e+000;1.261857e+000
1.949844599758024e+000;2.468344e+000;1.265918e+000
1.995262314968858e+000;2.534185e+000;1.270101e+000
2.041737944669507e+000;2.602011e+000;1.274410e+000
2.089296130854017e+000;2.671894e+000;1.278849e+000
2.137962089502209e+000;2.743911e+000;1.283423e+000
2.187761623949529e+000;2.818139e+000;1.288138e+000
2.238721138568315e+000;2.894663e+000;1.292999e+000
2.290867652767748e+000;2.973569e+000;1.298010e+000
2.344228815319896e+000;3.054948e+000;1.303178e+000
2.398832919019464e+000;3.138895e+000;1.308509e+000
2.454708915685003e+000;3.225511e+000;1.314010e+000
2.511886431509552e+000;3.314901e+000;1.319686e+000
2.570395782768835e+000;3.407174e+000;1.325545e+000
2.630267991895352e+000;3.502448e+000;1.331594e+000
2.691534803926885e+000;3.600844e+000;1.337841e+000
2.754228703338135e+000;3.702492e+000;1.344293e+000
2.818382931264422e+000;3.807525e+000;1.350961e+000
2.884031503126573e+000;3.916087e+000;1.357852e+000
2.951209226666352e+000;4.028334e+000;1.364977e+000
3.019951720401982e+000;4.144409e+000;1.372343e+000
3.090295432513555e+000;4.264495e+000;1.379964e+000
3.162277660168343e+000;4.388764e+000;1.387849e+000
3.235936569296245e+000;4.517404e+000;1.396011e+000
3.311311214825872e+000;4.650612e+000;1.404462e+000
3.388441561391986e+000;4.788600e+000;1.413216e+000
3.467368504525275e+000;4.931591e+000;1.422286e+000
3.548133892335712e+000;5.079820e+000;1.431688e+000
3.630780547700970e+000;5.233539e+000;1.441436e+000
3.715352290971681e+000;5.393015e+000;1.451549e+000
3.801893963205566e+000;5.558534e+000;1.462043e+000
3.890451449942759e+000;5.730396e+000;1.472939e+000
3.981071705534924e+000;5.908926e+000;1.484255e+000
4.073802778041078e+000;6.094467e+000;1.496014e+000
4.168693834703303e+000;6.287387e+000;1.508239e+000
4.265795188015875e+000;6.488082e+000;1.520955e+000
4.365158322401607e+000;6.696972e+000;1.534188e+000
4.466835921509577e+000;6.914508e+000;1.547966e+000
4.570881896148695e+000;7.141177e+000;1.562319e+000
4.677351412871925e+000;7.377499e+000;1.577281e+000
4.786300923226325e+000;7.624034e+000;1.592886e+000
4.897788193684401e+000;7.881387e+000;1.609173e+000
5.011872336272661e+000;8.150210e+000;1.626181e+000
5.128613839913585e+000;8.431206e+000;1.643954e+000
5.248074602497661e+000;8.725137e+000;1.662541e+000
5.370317963702460e+000;8.999404e+000;1.675767e+000
5.495408738576177e+000;8.999414e+000;1.637624e+000
5.623413251903420e+000;8.999419e+000;1.600348e+000
5.754399373371497e+000;8.999422e+000;1.563920e+000
5.888436553555815e+000;8.999423e+000;1.528321e+000
6.025595860743501e+000;8.999424e+000;1.493533e+000
6.165950018614743e+000;8.999424e+000;1.459536e+000
6.309573444801852e+000;8.999424e+000;1.426313e+000
6.456542290346472e+000;8.999424e+000;1.393846e+000
6.606934480075875e+000;8.999424e+000;1.362118e+000
6.760829753919730e+000;8.999425e+000;1.331112e+000
6.918309709189275e+000;8.999425e+000;1.300813e+000
7.079457843841287e+000;8.999425e+000;1.271203e+000
7.244359600749807e+000;8.999425e+000;1.242266e+000
7.413102413009079e+000;8.999425e+000;1.213989e+000
7.585775750291739e+000;8.999425e+000;1.186355e+000
7.762471166286816e+000;8.999425e+000;1.159351e+000
7.943282347242711e+000;8.999425e+000;1.132960e+000
8.128305161640887e+000;8.999425e+000;1.107171e+000
8.317637711026601e+000;8.999425e+000;1.081969e+000
8.511380382023653e+000;8.999425e+000;1.057340e+000
8.709635899560691e+000;8.999425e+000;1.033272e+000
8.912509381337337e+000;8.999425e+000;1.009752e+000
9.120108393558976e+000;8.999425e+000;9.867674e-001
9.332543007969786e+000;8.999425e+000;9.643058e-001
9.549925860214232e+000;8.999425e+000;9.423555e-001
9.772372209557977e+000;8.999426e+000;9.209049e-001
9.999999999999867e+000;8.999426e+000;8.999425e-001
1.023292992280740e+001;8.999426e+000;8.794574e-001
1.047128548050885e+001;8.999426e+000;8.594385e-001
1.071519305237592e+001;8.999426e+000;8.398753e-001
1.096478196143170e+001;8.999426e+000;8.207574e-001
1.122018454301948e+001;8.999426e+000;8.020747e-001
1.148153621496867e+001;8.999426e+000;7.838172e-001
1.174897554939514e+001;8.999426e+000;7.659754e-001
1.202264434617397e+001;8.999426e+000;7.485397e-001
1.230268770812365e+001;8.999426e+000;7.315008e-001
1.258925411794150e+001;8.999426e+000;7.148498e-001
1.288249551693117e+001;8.999426e+000;6.985778e-001
1.318256738556389e+001;8.999427e+000;6.826763e-001
1.348962882591635e+001;8.999426e+000;6.671367e-001
1.380384264602866e+001;8.999426e+000;6.519508e-001
1.412537544622735e+001;8.999426e+000;6.371106e-001
1.445439770745908e+001;8.999426e+000;6.226082e-001
1.479108388168187e+001;8.999426e+000;6.084359e-001
1.513561248436188e+001;8.999426e+000;5.945862e-001
1.548816618912460e+001;8.999426e+000;5.810518e-001
1.584893192461092e+001;8.999426e+000;5.678254e-001
1.621810097358908e+001;8.999426e+000;5.549001e-001
1.659586907437538e+001;8.999426e+000;5.422691e-001
1.698243652461721e+001;8.999426e+000;5.299255e-001
1.737800828749352e+001;8.999426e+000;5.178629e-001
1.778279410038898e+001;8.999426e+000;5.060749e-001
1.819700858609959e+001;8.999426e+000;4.945552e-001
1.862087136662842e+001;8.999426e+000;4.832978e-001
1.905460717963221e+001;8.999426e+000;4.722966e-001
1.949844599758018e+001;8.999426e+000;4.615458e-001
1.995262314968852e+001;8.999426e+000;4.510398e-001
2.041737944669501e+001;8.999426e+000;4.407728e-001
2.089296130854010e+001;8.999426e+000;4.307396e-001
2.137962089502202e+001;8.999426e+000;4.209348e-001
2.187761623949522e+001;8.999426e+000;4.113531e-001
2.238721138568308e+001;8.999426e+000;4.019896e-001
2.290867652767741e+001;8.999426e+000;3.928392e-001
2.344228815319889e+001;8.999426e+000;3.838971e-001
2.398832919019457e+001;8.999426e+000;3.751585e-001
2.454708915684996e+001;8.999426e+000;3.666189e-001
2.511886431509545e+001;8.999426e+000;3.582736e-001
2.570395782768827e+001;8.999426e+000;3.501183e-001
2.630267991895345e+001;8.999426e+000;3.421486e-001
2.691534803926878e+001;8.999426e+000;3.343604e-001
2.754228703338127e+001;8.999426e+000;3.267494e-001
2.818382931264414e+001;8.999426e+000;3.193117e-001
2.884031503126565e+001;8.999426e+000;3.120433e-001
2.951209226666343e+001;8.999426e+000;3.049403e-001
3.019951720401973e+001;8.999426e+000;2.979990e-001
3.090295432513546e+001;8.999426e+000;2.912157e-001
3.162277660168334e+001;8.999426e+000;2.845868e-001
3.235936569296236e+001;8.999426e+000;2.781089e-001
3.311311214825863e+001;8.999426e+000;2.717783e-001
3.388441561391976e+001;8.999426e+000;2.655919e-001
3.467368504525266e+001;8.999427e+000;2.595463e-001
3.548133892335703e+001;8.999427e+000;2.536383e-001
3.630780547700960e+001;8.999427e+000;2.478648e-001
3.715352290971671e+001;8.999427e+000;2.422227e-001
3.801893963205556e+001;8.999427e+000;2.367090e-001
3.890451449942749e+001;8.999427e+000;2.313209e-001
3.981071705534914e+001;8.999427e+000;2.260554e-001
4.073802778041067e+001;8.999427e+000;2.209097e-001
4.168693834703292e+001;8.999427e+000;2.158812e-001
4.265795188015863e+001;8.999427e+000;2.109672e-001
4.365158322401594e+001;8.999427e+000;2.061650e-001
4.466835921509564e+001;8.999427e+000;2.014721e-001
4.570881896148681e+001;8.999427e+000;1.968860e-001
4.677351412871911e+001;8.999427e+000;1.924043e-001
4.786300923226311e+001;8.999427e+000;1.880247e-001
4.897788193684388e+001;8.999427e+000;1.837447e-001
5.011872336272647e+001;8.999427e+000;1.795622e-001
5.128613839913571e+001;8.999427e+000;1.754748e-001
5.248074602497646e+001;8.999427e+000;1.714805e-001
5.370317963702446e+001;8.999427e+000;1.675772e-001
5.495408738576162e+001;8.999427e+000;1.637626e-001
5.623413251903405e+001;8.999427e+000;1.600350e-001
5.754399373371481e+001;8.999427e+000;1.563921e-001
5.888436553555800e+001;8.999427e+000;1.528322e-001
6.025595860743485e+001;8.999427e+000;1.493533e-001
6.165950018614727e+001;8.999427e+000;1.459536e-001
6.309573444801836e+001;8.999427e+000;1.426313e-001
6.456542290346455e+001;8.999427e+000;1.393846e-001
6.606934480075857e+001;8.999427e+000;1.362118e-001
6.760829753919713e+001;8.999427e+000;1.331113e-001
6.918309709189256e+001;8.999427e+000;1.300813e-001
7.079457843841267e+001;8.999427e+000;1.271203e-001
7.244359600749786e+001;8.999427e+000;1.242267e-001
7.413102413009058e+001;8.999427e+000;1.213989e-001
7.585775750291718e+001;8.999427e+000;1.186355e-001
7.762471166286795e+001;8.999427e+000;1.159351e-001
7.943282347242690e+001;8.999427e+000;1.132961e-001
8.128305161640864e+001;8.999427e+000;1.107171e-001
8.317637711026579e+001;8.999427e+000;1.081969e-001
8.511380382023630e+001;8.999427e+000;1.057340e-001
8.709635899560668e+001;8.999427e+000;1.033272e-001
8.912509381337313e+001;8.999427e+000;1.009752e-001
9.120108393558951e+001;8.999427e+000;9.867675e-002
9.332543007969760e+001;8.999427e+000;9.643059e-002
9.549925860214205e+001;8.999427e+000;9.423556e-002
9.772372209557949e+001;8.999427e+000;9.209050e-002
9.999999999999838e+001;8.999427e+000;8.999427e-002
1.023292992280738e+002;8.999427e+000;8.794574e-002
1.047128548050883e+002;8.999427e+000;8.594386e-002
1.071519305237589e+002;8.999427e+000;8.398753e-002
1.096478196143167e+002;8.999427e+000;8.207574e-002
1.122018454301945e+002;8.999427e+000;8.020747e-002
1.148153621496864e+002;8.999427e+000;7.838172e-002
1.174897554939510e+002;8.999427e+000;7.659754e-002
1.202264434617393e+002;8.999427e+000;7.485397e-002
1.230268770812361e+002;8.999427e+000;7.315008e-002
1.258925411794146e+002;8.999427e+000;7.148498e-002
1.288249551693113e+002;8.999427e+000;6.985779e-002
1.318256738556385e+002;8.999427e+000;6.826763e-002
1.348962882591631e+002;8.999427e+000;6.671367e-002
1.380384264602862e+002;8.999427e+000;6.519508e-002
1.412537544622730e+002;8.999427e+000;6.371106e-002
1.445439770745903e+002;8.999427e+000;6.226082e-002
